nodeName	altName	nodeAttr[nodesPresent, ]
NANOGP4	NA	grey
NANOS1	NA	turquoise
NANOS3	NA	grey
NANP	NA	turquoise
NANS	NA	brown
NAP1L1	NA	blue
NAP1L1P2	NA	grey
NAP1L2	NA	blue
NAP1L3	NA	turquoise
NAP1L4	NA	turquoise
NAP1L4P1	NA	brown
NAP1L5	NA	blue
NAP1L6P	NA	grey
NAPA	NA	turquoise
NAPA-AS1	NA	turquoise
NAPB	NA	turquoise
NAPEPLD	NA	turquoise
NAPG	NA	turquoise
NAPRT	NA	blue
NAPSA	NA	grey
NAPSB	NA	grey
NARF	NA	brown
NARF-AS1	NA	yellow
NARF-AS2	NA	grey
NARF-IT1	NA	grey
NARS1	NA	turquoise
NARS2	NA	turquoise
NASP	NA	turquoise
NASPP1	NA	grey
NAT1	NA	turquoise
NAT10	NA	turquoise
NAT14	NA	grey
NAT8	NA	grey
NAT8B	NA	grey
NAT8L	NA	turquoise
NAT9	NA	turquoise
NATD1	NA	brown
NAV1	NA	turquoise
NAV2	NA	turquoise
NAV2-AS1	NA	red
NAV3	NA	turquoise
NAXD	NA	turquoise
NAXE	NA	turquoise
NBAS	NA	turquoise
NBAT1	NA	grey
NBDY	NA	turquoise
NBEA	NA	turquoise
NBEAL1	NA	turquoise
NBEAL2	NA	brown
NBEAP2	NA	turquoise
NBL1	NA	turquoise
NBN	NA	green
NBPF1	NA	turquoise
NBPF10	NA	green
NBPF11	NA	turquoise
NBPF12	NA	turquoise
NBPF14	NA	green
NBPF15	NA	turquoise
NBPF19	NA	turquoise
NBPF20	NA	turquoise
NBPF25P	NA	turquoise
NBPF26	NA	green
NBPF3	NA	blue
NBPF4	NA	grey
NBPF6	NA	turquoise
NBPF8	NA	turquoise
NBPF9	NA	turquoise
NBR1	NA	brown
NBR2	NA	turquoise
NCALD	NA	blue
NCAM1	NA	blue
NCAM1-AS1	NA	turquoise
NCAM2	NA	grey
NCAPD2	NA	turquoise
NCAPD3	NA	turquoise
NCAPG	NA	turquoise
NCAPG2	NA	turquoise
NCAPGP1	NA	grey
NCAPH	NA	turquoise
NCAPH2	NA	turquoise
NCBP1	NA	turquoise
NCBP2	NA	turquoise
NCBP2-AS1	NA	turquoise
NCBP2AS2	NA	blue
NCBP2L	NA	grey
NCBP3	NA	yellow
NCCRP1	NA	grey
NCDN	NA	turquoise
NCEH1	NA	yellow
NCF1	NA	brown
NCF1B	NA	brown
NCF1C	NA	brown
NCF2	NA	brown
NCF4	NA	brown
NCF4-AS1	NA	turquoise
NCK1	NA	turquoise
NCK1-DT	NA	brown
NCK2	NA	turquoise
NCKAP1	NA	blue
NCKAP1L	NA	turquoise
NCKAP5	NA	grey
NCKAP5L	NA	brown
NCKIPSD	NA	turquoise
NCL	NA	turquoise
NCLN	NA	green
NCLP1	NA	turquoise
NCMAP	NA	grey
NCMAP-DT	NA	grey
NCOA1	NA	brown
NCOA2	NA	green
NCOA3	NA	yellow
NCOA4	NA	brown
NCOA4P2	NA	grey
NCOA4P3	NA	brown
NCOA5	NA	turquoise
NCOA6	NA	green
NCOA7	NA	turquoise
NCOR1	NA	turquoise
NCOR2	NA	yellow
NCR1	NA	blue
NCR2	NA	grey
NCR3	NA	blue
NCR3LG1	NA	turquoise
NCS1	NA	blue
NCSTN	NA	brown
NDC1	NA	turquoise
NDC80	NA	turquoise
NDE1	NA	brown
NDEL1	NA	brown
NDFIP1	NA	turquoise
NDFIP2	NA	turquoise
NDN	NA	turquoise
NDNF	NA	grey
NDOR1	NA	turquoise
NDRG1	NA	green
NDRG2	NA	turquoise
NDRG3	NA	turquoise
NDRG4	NA	brown
NDST1	NA	brown
NDST2	NA	yellow
NDST3	NA	blue
NDUFA1	NA	blue
NDUFA10	NA	turquoise
NDUFA11	NA	turquoise
NDUFA12	NA	turquoise
NDUFA13	NA	turquoise
NDUFA2	NA	red
NDUFA3	NA	turquoise
NDUFA3P1	NA	turquoise
NDUFA4	NA	turquoise
NDUFA4L2	NA	grey
NDUFA5	NA	blue
NDUFA5P11	NA	grey
NDUFA6	NA	blue
NDUFA6-DT	NA	turquoise
NDUFA7	NA	blue
NDUFA8	NA	turquoise
NDUFA9	NA	turquoise
NDUFAB1	NA	turquoise
NDUFAF1	NA	turquoise
NDUFAF2	NA	turquoise
NDUFAF2P1	NA	grey
NDUFAF3	NA	turquoise
NDUFAF4	NA	turquoise
NDUFAF5	NA	turquoise
NDUFAF6	NA	turquoise
NDUFAF7	NA	turquoise
NDUFAF8	NA	blue
NDUFB1	NA	turquoise
NDUFB10	NA	turquoise
NDUFB11	NA	turquoise
NDUFB2	NA	blue
NDUFB2-AS1	NA	brown
NDUFB3	NA	turquoise
NDUFB4	NA	turquoise
NDUFB4P10	NA	grey
NDUFB4P11	NA	blue
NDUFB4P5	NA	grey
NDUFB4P6	NA	blue
NDUFB4P8	NA	grey
NDUFB5	NA	turquoise
NDUFB6	NA	brown
NDUFB7	NA	blue
NDUFB8	NA	turquoise
NDUFB8P2	NA	yellow
NDUFB9	NA	turquoise
NDUFC1	NA	turquoise
NDUFC2	NA	turquoise
NDUFC2-KCTD14	NA	blue
NDUFS1	NA	turquoise
NDUFS2	NA	red
NDUFS3	NA	turquoise
NDUFS4	NA	turquoise
NDUFS5	NA	turquoise
NDUFS6	NA	blue
NDUFS7	NA	turquoise
NDUFS8	NA	turquoise
NDUFV1	NA	turquoise
NDUFV1-DT	NA	brown
NDUFV2	NA	turquoise
NDUFV2-AS1	NA	brown
NDUFV2P1	NA	grey
NDUFV3	NA	turquoise
NEAT1	NA	turquoise
NEB	NA	turquoise
NEBL	NA	grey
NECAB1	NA	turquoise
NECAB2	NA	blue
NECAB3	NA	turquoise
NECAP1	NA	turquoise
NECAP2	NA	turquoise
NECTIN1	NA	brown
NECTIN1-AS1	NA	yellow
NECTIN2	NA	blue
NECTIN3	NA	grey
NECTIN3-AS1	NA	grey
NECTIN4	NA	grey
NEDD1	NA	turquoise
NEDD4	NA	grey
NEDD4L	NA	turquoise
NEDD8	NA	turquoise
NEDD8-MDP1	NA	grey
NEDD9	NA	brown
NEFH	NA	yellow
NEFL	NA	turquoise
NEFLP1	NA	grey
NEFM	NA	blue
NEGR1	NA	yellow
NEIL1	NA	blue
NEIL2	NA	turquoise
NEIL3	NA	grey
NEK1	NA	turquoise
NEK10	NA	turquoise
NEK11	NA	turquoise
NEK2	NA	grey
NEK3	NA	turquoise
NEK4	NA	turquoise
NEK5	NA	turquoise
NEK6	NA	brown
NEK7	NA	green
NEK8	NA	turquoise
NEK9	NA	turquoise
NELFA	NA	turquoise
NELFB	NA	turquoise
NELFCD	NA	turquoise
NELFE	NA	red
NELL2	NA	turquoise
NEMF	NA	turquoise
NEMP1	NA	turquoise
NEMP2	NA	blue
NEMP2-DT	NA	turquoise
NENF	NA	blue
NEO1	NA	blue
NEPRO	NA	turquoise
NEPRO-AS1	NA	blue
NES	NA	turquoise
NET1	NA	turquoise
NETO1	NA	turquoise
NETO1-DT	NA	grey
NETO2	NA	red
NEU1	NA	brown
NEU3	NA	turquoise
NEU4	NA	grey
NEURL1	NA	brown
NEURL1B	NA	brown
NEURL2	NA	green
NEURL3	NA	grey
NEURL4	NA	turquoise
NEUROD2	NA	blue
NEUROD4	NA	blue
NEXMIF	NA	turquoise
NEXN	NA	turquoise
NEXN-AS1	NA	blue
NF1	NA	yellow
NF1P8	NA	grey
NF2	NA	turquoise
NFAM1	NA	brown
NFASC	NA	turquoise
NFAT5	NA	green
NFATC1	NA	turquoise
NFATC2	NA	blue
NFATC2IP	NA	turquoise
NFATC2IP-AS1	NA	turquoise
NFATC3	NA	turquoise
NFATC4	NA	blue
NFE2	NA	brown
NFE2L1	NA	yellow
NFE2L1-DT	NA	turquoise
NFE2L2	NA	brown
NFE2L3	NA	turquoise
NFE4	NA	blue
NFIA	NA	turquoise
NFIB	NA	turquoise
NFIC	NA	brown
NFIL3	NA	brown
NFILZ	NA	turquoise
NFIX	NA	yellow
NFKB1	NA	green
NFKB2	NA	brown
NFKBIA	NA	brown
NFKBIB	NA	yellow
NFKBID	NA	green
NFKBIE	NA	brown
NFKBIL1	NA	brown
NFKBIZ	NA	brown
NFRKB	NA	turquoise
NFS1	NA	turquoise
NFU1	NA	turquoise
NFX1	NA	turquoise
NFXL1	NA	turquoise
NFYA	NA	green
NFYB	NA	turquoise
NFYC	NA	brown
NFYC-AS1	NA	turquoise
NGDN	NA	turquoise
NGF	NA	grey
NGFR	NA	brown
NGFR-AS1	NA	turquoise
NGLY1	NA	yellow
NGRN	NA	turquoise
NHEJ1	NA	turquoise
NHLH1	NA	blue
NHLRC1	NA	grey
NHLRC2	NA	turquoise
NHLRC3	NA	turquoise
NHLRC4	NA	blue
NHP2	NA	turquoise
NHS	NA	brown
NHSL1	NA	grey
NHSL1-AS1	NA	grey
NHSL2	NA	green
NIBAN1	NA	brown
NIBAN2	NA	blue
NIBAN3	NA	turquoise
NICN1	NA	turquoise
NID1	NA	grey
NID2	NA	turquoise
NIF3L1	NA	turquoise
NIFK	NA	turquoise
NIFK-AS1	NA	turquoise
NIFKP3	NA	grey
NIFKP6	NA	turquoise
NIM1K	NA	blue
NIN	NA	green
NINJ1	NA	brown
NINJ2	NA	turquoise
NINJ2-AS1	NA	yellow
NINL	NA	brown
NIP7	NA	turquoise
NIPA1	NA	turquoise
NIPA2	NA	turquoise
NIPAL1	NA	turquoise
NIPAL2	NA	turquoise
NIPAL3	NA	turquoise
NIPAL4	NA	turquoise
NIPAL4-DT	NA	turquoise
NIPBL	NA	green
NIPBL-DT	NA	turquoise
NIPSNAP1	NA	turquoise
NIPSNAP2	NA	turquoise
NIPSNAP3A	NA	turquoise
NIPSNAP3B	NA	turquoise
NISCH	NA	turquoise
NIT1	NA	green
NIT2	NA	turquoise
NKAIN2	NA	turquoise
NKAP	NA	red
NKAPD1	NA	turquoise
NKAPL	NA	yellow
NKAPP1	NA	turquoise
NKD1	NA	turquoise
NKD2	NA	turquoise
NKG7	NA	blue
NKILA	NA	turquoise
NKIRAS1	NA	turquoise
NKIRAS2	NA	green
NKPD1	NA	turquoise
NKRF	NA	turquoise
NKTR	NA	turquoise
NKX2-3	NA	brown
NKX3-1	NA	grey
NKX6-3	NA	turquoise
NLE1	NA	turquoise
NLGN1	NA	turquoise
NLGN2	NA	turquoise
NLGN3	NA	green
NLGN4X	NA	grey
NLGN4Y	NA	grey
NLK	NA	turquoise
NLN	NA	brown
NLRC3	NA	turquoise
NLRC4	NA	blue
NLRC5	NA	turquoise
NLRP1	NA	green
NLRP12	NA	brown
NLRP2	NA	blue
NLRP2B	NA	grey
NLRP3	NA	brown
NLRP4	NA	grey
NLRP6	NA	blue
NLRP7	NA	turquoise
NLRP9P1	NA	turquoise
NLRX1	NA	brown
NMB	NA	turquoise
NMD3	NA	turquoise
NMD3P1	NA	green
NME1	NA	turquoise
NME1-NME2	NA	blue
NME2	NA	turquoise
NME2P1	NA	turquoise
NME3	NA	turquoise
NME4	NA	turquoise
NME6	NA	turquoise
NME7	NA	turquoise
NME8	NA	turquoise
NME9	NA	red
NMI	NA	brown
NMNAT1	NA	brown
NMNAT2	NA	grey
NMNAT3	NA	yellow
NMRAL1	NA	turquoise
NMRAL2P	NA	green
NMRK1	NA	turquoise
NMT1	NA	turquoise
NMT2	NA	turquoise
NMU	NA	turquoise
NMUR1	NA	blue
NNAT	NA	yellow
NNMT	NA	grey
NNT	NA	turquoise
NNT-AS1	NA	turquoise
NOA1	NA	turquoise
NOB1	NA	turquoise
NOC2L	NA	turquoise
NOC2LP1	NA	grey
NOC2LP2	NA	turquoise
NOC3L	NA	turquoise
NOC4L	NA	turquoise
NOCT	NA	red
NOD1	NA	turquoise
NOD2	NA	brown
NODAL	NA	yellow
NOG	NA	turquoise
NOL10	NA	blue
NOL11	NA	turquoise
NOL12	NA	red
NOL3	NA	brown
NOL4L	NA	turquoise
NOL6	NA	turquoise
NOL7	NA	turquoise
NOL8	NA	turquoise
NOL9	NA	turquoise
NOLC1	NA	turquoise
NOM1	NA	turquoise
NOMO1	NA	turquoise
NOMO2	NA	turquoise
NOMO3	NA	brown
NONO	NA	turquoise
NONOP2	NA	red
NOP10	NA	brown
NOP14	NA	turquoise
NOP14-AS1	NA	turquoise
NOP16	NA	turquoise
NOP2	NA	turquoise
NOP53	NA	turquoise
NOP53-AS1	NA	yellow
NOP56	NA	turquoise
NOP58	NA	turquoise
NOP9	NA	turquoise
NOPCHAP1	NA	turquoise
NORAD	NA	turquoise
NOS1AP	NA	blue
NOS2	NA	grey
NOS2P2	NA	grey
NOS2P3	NA	grey
NOS3	NA	turquoise
NOSIP	NA	turquoise
NOSTRIN	NA	turquoise
NOTCH1	NA	brown
NOTCH2	NA	brown
NOTCH2NLA	NA	blue
NOTCH2NLB	NA	green
NOTCH2NLC	NA	turquoise
NOTCH2NLR	NA	turquoise
NOTCH3	NA	turquoise
NOTCH4	NA	grey
NOTUM	NA	turquoise
NOVA1	NA	turquoise
NOX1	NA	grey
NOX4	NA	grey
NOX5	NA	grey
NOXA1	NA	turquoise
NOXO1	NA	yellow
NOXRED1	NA	blue
NPAS1	NA	grey
NPAS2	NA	turquoise
NPAS2-AS1	NA	blue
NPAS3	NA	turquoise
NPAT	NA	turquoise
NPB	NA	green
NPBWR1	NA	grey
NPC1	NA	blue
NPC1L1	NA	turquoise
NPC2	NA	brown
NPDC1	NA	turquoise
NPEPL1	NA	green
NPEPPS	NA	brown
NPEPPSP1	NA	green
NPFF	NA	yellow
NPFFR1	NA	grey
NPHP1	NA	turquoise
NPHP3	NA	turquoise
NPHP3-ACAD11	NA	turquoise
NPHP4	NA	turquoise
NPHS1	NA	grey
NPIPA1	NA	turquoise
NPIPA2	NA	green
NPIPA3	NA	blue
NPIPA5	NA	grey
NPIPA7	NA	turquoise
NPIPA8	NA	grey
NPIPA9	NA	blue
NPIPB10P	NA	green
NPIPB11	NA	turquoise
NPIPB12	NA	turquoise
NPIPB13	NA	turquoise
NPIPB14P	NA	turquoise
NPIPB15	NA	turquoise
NPIPB1P	NA	grey
NPIPB2	NA	turquoise
NPIPB3	NA	turquoise
NPIPB4	NA	turquoise
NPIPB5	NA	turquoise
NPIPB6	NA	blue
NPIPB7	NA	turquoise
NPIPB8	NA	grey
NPIPB9	NA	turquoise
NPIPP1	NA	turquoise
NPL	NA	brown
NPLOC4	NA	red
NPM1	NA	turquoise
NPM1P19	NA	brown
NPM1P20	NA	grey
NPM1P25	NA	grey
NPM1P26	NA	turquoise
NPM1P27	NA	blue
NPM1P29	NA	grey
NPM1P33	NA	grey
NPM1P37	NA	blue
NPM1P39	NA	grey
NPM1P6	NA	grey
NPM1P7	NA	blue
NPM1P9	NA	grey
NPM2	NA	grey
NPM3	NA	turquoise
NPPA	NA	grey
NPR2	NA	turquoise
NPR3	NA	turquoise
NPRL2	NA	turquoise
NPRL3	NA	green
NPTN	NA	green
NPTN-IT1	NA	red
NPTX1	NA	blue
NPTX2	NA	yellow
NPTXR	NA	turquoise
NPW	NA	grey
NPY6R	NA	blue
NQO1	NA	turquoise
NQO1-DT	NA	grey
NQO2	NA	brown
NQO2-AS1	NA	blue
NR0B2	NA	turquoise
NR1D1	NA	turquoise
NR1D2	NA	turquoise
NR1H2	NA	brown
NR1H3	NA	turquoise
NR1I2	NA	grey
NR1I3	NA	blue
NR2C1	NA	turquoise
NR2C2	NA	turquoise
NR2C2AP	NA	turquoise
NR2E3	NA	grey
NR2F1	NA	blue
NR2F2	NA	yellow
NR2F6	NA	turquoise
NR3C1	NA	green
NR3C2	NA	turquoise
NR4A1	NA	grey
NR4A1AS	NA	grey
NR4A2	NA	blue
NR4A3	NA	turquoise
NR5A1	NA	turquoise
NR5A2	NA	blue
NR6A1	NA	blue
NRADDP	NA	yellow
NRARP	NA	turquoise
NRAS	NA	turquoise
NRAV	NA	turquoise
NRBF2	NA	brown
NRBF2P2	NA	grey
NRBF2P5	NA	grey
NRBF2P6	NA	yellow
NRBP1	NA	yellow
NRBP2	NA	turquoise
NRCAM	NA	turquoise
NRDC	NA	brown
NRDE2	NA	turquoise
NREP	NA	turquoise
NRF1	NA	turquoise
NRG1	NA	brown
NRG2	NA	blue
NRG4	NA	green
NRGN	NA	turquoise
NRIP1	NA	turquoise
NRIP2	NA	turquoise
NRIP3	NA	turquoise
NRIR	NA	turquoise
NRK	NA	turquoise
NRL	NA	turquoise
NRM	NA	brown
NRN1	NA	grey
NRN1L	NA	turquoise
NRP1	NA	turquoise
NRP2	NA	turquoise
NRROS	NA	turquoise
NRSN2	NA	blue
NRSN2-AS1	NA	blue
NRTN	NA	turquoise
NRXN1	NA	blue
NRXN2	NA	blue
NSA2	NA	turquoise
NSA2P1	NA	grey
NSA2P2	NA	yellow
NSA2P3	NA	grey
NSA2P5	NA	turquoise
NSD1	NA	yellow
NSD2	NA	turquoise
NSD3	NA	yellow
NSDHL	NA	turquoise
NSF	NA	turquoise
NSFL1C	NA	brown
NSFP1	NA	turquoise
NSG1	NA	blue
NSG2	NA	brown
NSL1	NA	turquoise
NSMAF	NA	yellow
NSMCE1	NA	turquoise
NSMCE1-DT	NA	grey
NSMCE2	NA	turquoise
NSMCE3	NA	turquoise
NSMCE4A	NA	turquoise
NSMF	NA	blue
NSRP1	NA	turquoise
NSRP1P1	NA	turquoise
NSUN2	NA	turquoise
NSUN3	NA	turquoise
NSUN4	NA	turquoise
NSUN5	NA	turquoise
NSUN5P1	NA	turquoise
NSUN5P2	NA	turquoise
NSUN6	NA	turquoise
NSUN7	NA	blue
NT5C	NA	turquoise
NT5C1A	NA	blue
NT5C1B	NA	grey
NT5C2	NA	brown
NT5C3A	NA	turquoise
NT5C3AP1	NA	turquoise
NT5C3AP2	NA	brown
NT5C3B	NA	turquoise
NT5CP1	NA	turquoise
NT5DC1	NA	turquoise
NT5DC2	NA	red
NT5DC3	NA	red
NT5DC4	NA	blue
NT5E	NA	turquoise
NT5M	NA	yellow
NTAN1	NA	turquoise
NTAN1P2	NA	green
NTAQ1	NA	turquoise
NTHL1	NA	turquoise
NTM	NA	grey
NTMT1	NA	turquoise
NTN1	NA	turquoise
NTN3	NA	red
NTN4	NA	turquoise
NTN5	NA	turquoise
NTNG1	NA	turquoise
NTNG2	NA	brown
NTPCR	NA	turquoise
NTRK1	NA	turquoise
NTRK2	NA	blue
NTRK3	NA	yellow
NTSR1	NA	brown
NUAK1	NA	blue
NUAK2	NA	brown
NUB1	NA	turquoise
NUBP1	NA	turquoise
NUBP2	NA	turquoise
NUBPL	NA	blue
NUCB1	NA	blue
NUCB2	NA	blue
NUCKS1	NA	turquoise
NUDC	NA	turquoise
NUDCD1	NA	turquoise
NUDCD2	NA	turquoise
NUDCD3	NA	turquoise
NUDCP2	NA	grey
NUDT1	NA	grey
NUDT10	NA	red
NUDT11	NA	blue
NUDT12	NA	turquoise
NUDT13	NA	grey
NUDT14	NA	turquoise
NUDT15	NA	turquoise
NUDT16	NA	brown
NUDT16-DT	NA	yellow
NUDT16L1	NA	turquoise
NUDT16L2P	NA	brown
NUDT17	NA	turquoise
NUDT18	NA	turquoise
NUDT19	NA	turquoise
NUDT19-DT	NA	grey
NUDT2	NA	turquoise
NUDT21	NA	turquoise
NUDT22	NA	turquoise
NUDT3	NA	yellow
NUDT4	NA	turquoise
NUDT4B	NA	yellow
NUDT5	NA	red
NUDT6	NA	turquoise
NUDT7	NA	turquoise
NUDT8	NA	blue
NUDT9	NA	turquoise
NUDT9P1	NA	grey
NUF2	NA	turquoise
NUFIP1	NA	turquoise
NUFIP2	NA	yellow
NUGGC	NA	blue
NUMA1	NA	turquoise
NUMB	NA	brown
NUMBL	NA	turquoise
NUP107	NA	turquoise
NUP107-DT	NA	turquoise
NUP133	NA	turquoise
NUP153	NA	green
NUP153-AS1	NA	blue
NUP155	NA	turquoise
NUP160	NA	turquoise
NUP188	NA	turquoise
NUP205	NA	turquoise
NUP210	NA	turquoise
NUP214	NA	brown
NUP35	NA	turquoise
NUP37	NA	turquoise
NUP42	NA	turquoise
NUP43	NA	turquoise
NUP50	NA	green
NUP50-DT	NA	red
NUP54	NA	turquoise
NUP58	NA	green
NUP62	NA	turquoise
NUP62CL	NA	blue
NUP85	NA	turquoise
NUP88	NA	turquoise
NUP93	NA	turquoise
NUP93-DT	NA	grey
NUP98	NA	brown
NUPR1	NA	grey
NUPR2	NA	grey
NUS1	NA	turquoise
NUS1P1	NA	grey
NUSAP1	NA	turquoise
NUTF2	NA	turquoise
NUTF2P2	NA	blue
NUTF2P7	NA	yellow
NUTM1	NA	grey
NUTM2A	NA	turquoise
NUTM2A-AS1	NA	turquoise
NUTM2B	NA	grey
NUTM2B-AS1	NA	yellow
NUTM2D	NA	turquoise
NUTM2E	NA	grey
NUTM2G	NA	turquoise
NUTM2HP	NA	turquoise
NVL	NA	turquoise
NWD1	NA	grey
NXF1	NA	yellow
NXF3	NA	turquoise
NXF5	NA	grey
NXN	NA	grey
NXNL2	NA	blue
NXPE3	NA	turquoise
NXPH3	NA	turquoise
NXPH4	NA	yellow
NXT1	NA	turquoise
NXT2	NA	turquoise
NYAP1	NA	blue
NYAP2	NA	grey
NYNRIN	NA	grey
OAF	NA	brown
OARD1	NA	turquoise
OAS1	NA	turquoise
OAS2	NA	blue
OAS3	NA	turquoise
OASL	NA	turquoise
OAT	NA	green
OAZ1	NA	turquoise
OAZ2	NA	brown
OAZ3	NA	turquoise
OBI1	NA	turquoise
OBI1-AS1	NA	brown
OBSCN	NA	turquoise
OBSCN-AS1	NA	turquoise
OBSL1	NA	turquoise
OCA2	NA	grey
OCEL1	NA	grey
OCIAD1	NA	turquoise
OCIAD1-AS1	NA	turquoise
OCIAD2	NA	turquoise
OCLN	NA	turquoise
OCLNP1	NA	blue
OCM	NA	turquoise
OCRL	NA	turquoise
ODAD1	NA	turquoise
ODAD2	NA	blue
ODAD3	NA	turquoise
ODAD4	NA	brown
ODAPH	NA	grey
ODC1	NA	turquoise
ODC1-DT	NA	blue
ODCP	NA	grey
ODF2	NA	turquoise
ODF2-AS1	NA	grey
ODF2L	NA	turquoise
ODF3	NA	brown
ODF3B	NA	red
ODF3L2	NA	blue
ODR4	NA	turquoise
OFD1	NA	turquoise
OFD1P17	NA	blue
OGA	NA	yellow
OGDH	NA	turquoise
OGDHL	NA	grey
OGFOD1	NA	turquoise
OGFOD2	NA	turquoise
OGFOD3	NA	turquoise
OGFR	NA	brown
OGFR-AS1	NA	turquoise
OGFRL1	NA	brown
OGFRP1	NA	turquoise
OGG1	NA	turquoise
OGN	NA	blue
OGT	NA	turquoise
OIP5	NA	grey
OIP5-AS1	NA	turquoise
OIT3	NA	blue
OLA1	NA	turquoise
OLA1P1	NA	turquoise
OLA1P2	NA	turquoise
OLA1P3	NA	turquoise
OLAH	NA	blue
OLFM1	NA	grey
OLFM2	NA	turquoise
OLFM4	NA	green
OLFM5P	NA	turquoise
OLFML1	NA	blue
OLFML2A	NA	blue
OLFML2B	NA	blue
OLFML3	NA	yellow
OLIG1	NA	turquoise
OLIG2	NA	turquoise
OLMALINC	NA	turquoise
OLR1	NA	grey
OMA1	NA	turquoise
OMG	NA	red
OMP	NA	turquoise
ONECUT2	NA	grey
OOEP	NA	grey
OOSP1	NA	green
OOSP3	NA	turquoise
OOSP4A	NA	grey
OPA1	NA	turquoise
OPA3	NA	turquoise
OPCML	NA	grey
OPHN1	NA	blue
OPLAH	NA	blue
OPN1MW	NA	grey
OPN3	NA	turquoise
OPRD1	NA	blue
OPRL1	NA	brown
OPRM1	NA	grey
OPTN	NA	blue
OR10AA1P	NA	green
OR10AB1P	NA	turquoise
OR10AC1	NA	grey
OR10AD1	NA	turquoise
OR10AE3P	NA	grey
OR10AH1P	NA	turquoise
OR10G2	NA	grey
OR10G3	NA	grey
OR10H1	NA	brown
OR10V2P	NA	blue
OR10V3P	NA	blue
OR11G2	NA	grey
OR11H7	NA	grey
OR13A1	NA	blue
OR13E1P	NA	turquoise
OR14L1P	NA	green
OR1F12P	NA	grey
OR1F2P	NA	grey
OR1L8	NA	turquoise
OR1X1P	NA	turquoise
OR1X5P	NA	yellow
OR2A1	NA	green
OR2A1-AS1	NA	grey
OR2A20P	NA	brown
OR2A4	NA	grey
OR2A42	NA	yellow
OR2A7	NA	turquoise
OR2A9P	NA	turquoise
OR2AE1	NA	turquoise
OR2B11	NA	brown
OR2B6	NA	grey
OR2C1	NA	grey
OR2C3	NA	grey
OR2G6	NA	turquoise
OR2H2	NA	grey
OR2H5P	NA	grey
OR2I1P	NA	turquoise
OR2L13	NA	grey
OR2L1P	NA	grey
OR2L2	NA	blue
OR2L6P	NA	turquoise
OR2R1P	NA	grey
OR2T29	NA	grey
OR2T32P	NA	grey
OR2T33	NA	grey
OR2T8	NA	grey
OR2W3	NA	green
OR2W6P	NA	grey
OR2Z1	NA	grey
OR3A1	NA	grey
OR3A3	NA	brown
OR4D1	NA	turquoise
OR4E1	NA	grey
OR4E2	NA	grey
OR51AB1P	NA	grey
OR51B5	NA	grey
OR51C1P	NA	grey
OR51E2	NA	blue
OR51R1P	NA	red
OR52B3P	NA	grey
OR52I1	NA	grey
OR52I2	NA	turquoise
OR52K1	NA	yellow
OR52K2	NA	blue
OR52K3P	NA	brown
OR52L2P	NA	blue
OR52M2P	NA	grey
OR52N4	NA	turquoise
OR52P1	NA	yellow
OR52V1P	NA	turquoise
OR52W1	NA	grey
OR55B1P	NA	grey
OR56B1	NA	turquoise
OR56B2P	NA	grey
OR56B4	NA	turquoise
OR5B2	NA	turquoise
OR5B21	NA	grey
OR5BA1P	NA	grey
OR5BK1P	NA	green
OR5K2	NA	grey
OR6C68	NA	grey
OR6D1P	NA	grey
OR6K3	NA	blue
OR6K4P	NA	brown
OR6L1P	NA	grey
OR6L2P	NA	grey
OR6N1	NA	blue
OR6N2	NA	grey
OR6R1P	NA	grey
OR7C1	NA	grey
OR7D2	NA	grey
OR7E100P	NA	grey
OR7E102P	NA	grey
OR7E126P	NA	grey
OR7E128P	NA	turquoise
OR7E13P	NA	grey
OR7E140P	NA	grey
OR7E14P	NA	turquoise
OR7E154P	NA	turquoise
OR7E157P	NA	turquoise
OR7E38P	NA	turquoise
OR7E7P	NA	grey
OR7E94P	NA	green
OR7M1P	NA	blue
OR8R1P	NA	turquoise
OR8T1P	NA	grey
ORAI1	NA	turquoise
ORAI2	NA	brown
ORAI3	NA	brown
ORC1	NA	turquoise
ORC2	NA	turquoise
ORC3	NA	turquoise
ORC4	NA	turquoise
ORC5	NA	turquoise
ORC6	NA	turquoise
ORM1	NA	blue
ORM2	NA	blue
ORMDL1	NA	turquoise
ORMDL2	NA	brown
ORMDL3	NA	blue
OS9	NA	brown
OSBP	NA	turquoise
OSBP2	NA	yellow
OSBPL10	NA	turquoise
OSBPL11	NA	brown
OSBPL1A	NA	brown
OSBPL2	NA	brown
OSBPL3	NA	blue
OSBPL5	NA	blue
OSBPL6	NA	turquoise
OSBPL7	NA	blue
OSBPL8	NA	brown
OSBPL9	NA	yellow
OSCAR	NA	brown
OSCP1	NA	blue
OSER1	NA	brown
OSER1-DT	NA	red
OSGEP	NA	turquoise
OSGEPL1	NA	turquoise
OSGEPL1-AS1	NA	grey
OSGIN1	NA	blue
OSGIN2	NA	brown
OSM	NA	brown
OSMR	NA	brown
OSR1	NA	turquoise
OSR2	NA	grey
OST4	NA	brown
OSTC	NA	turquoise
OSTF1	NA	brown
OSTM1	NA	turquoise
OSTN-AS1	NA	brown
OTOA	NA	turquoise
OTOAP1	NA	grey
OTOF	NA	blue
OTOP2	NA	blue
OTUB1	NA	red
OTUB2	NA	grey
OTUD1	NA	green
OTUD3	NA	turquoise
OTUD4	NA	turquoise
OTUD4P1	NA	grey
OTUD5	NA	yellow
