fromNode	toNode	weight	string_score
ARHGEF2	NOD2	0.412479104237729	0.460
ARHGEF2	TUBA1A	0.419464208063538	0.811
ARHGEF2	MAP3K11	0.433969070086361	0.906
ARHGEF2	RHOG	0.395432950448755	0.491
ARHGEF2	TUBB4B	0.33804669093842	0.809
ARHGEF2	SRGAP1	0.258245772172212	0.442
ARHGEF2	RAC1	0.440191231767012	0.970
ARHGEF2	FGD4	0.357987030071381	0.420
ARHGEF2	CFL1	0.328961514254591	0.477
ARHGEF2	CDKL5	0.291493571575868	0.478
ARHGEF2	MYO9B	0.407829654527547	0.587
ARHGEF2	PPP1R9B	0.364768586343983	0.620
ARHGEF2	CDC42	0.315169683041835	0.767
ARHGEF2	TUBB2A	0.293616326203379	0.803
ARHGEF2	MARK2	0.455813869245155	0.827
ARHGEF2	ASAP1	0.421547136354484	0.849
ARHGEF2	RHOA	0.407476280897241	0.999
ARHGEF40	SH2B3	0.332647678799165	0.422
ARHGEF40	SLITRK4	0.305403085286291	0.513
ARHGEF40	MYO9B	0.365895127948464	0.520
ARHGEF40	FGD4	0.390840432610065	0.523
ARHGEF40	MYADM	0.403806259489417	0.589
ARHGEF40	RAB11FIP1	0.413740289636459	0.607
ARHGEF40	FGD3	0.409982246181977	0.725
ARID3A	JUND	0.292609267060246	0.445
ARID3A	ARID5A	0.377988975758242	0.429
ARID3A	RBPJ	0.463895967771116	0.459
ARID3A	PDLIM7	0.451557107784015	0.465
ARID3A	ARID3B	0.418160827709264	0.515
ARID3A	MAFG	0.422090992896065	0.524
ARID3A	MED16	0.445858228640065	0.638
ARID3B	PDLIM7	0.369623913632869	0.423
ARID3B	GAB2	0.410753351192207	0.467
ARID3B	RBPJ	0.421505721339054	0.500
ARID3B	CLTCL1	0.206643454165832	0.505
ARID3B	UBL7	0.21152270177735	0.520
ARID5A	TBL1X	0.370370823459117	0.409
ARID5A	ATXN1	0.292946007983276	0.716
ARID5A	RARA	0.353633259723972	0.408
ARID5A	FAM131A	0.161705367571185	0.507
ARL11	DOCK5	0.427180507443033	0.727
ARL11	DAPK1	0.342974291485207	0.427
ARL11	RNF149	0.462320546803882	0.548
ARL3	UNC13D	0.246321047604771	0.504
ARL3	SOS2	0.199028768962458	0.486
ARL3	RP2	0.228881156077277	0.993
ARL3	B9D2	0.192987419390509	0.403
ARL3	ASAP1	0.225038026535161	0.500
ARL3	STAT3	0.225901910112361	0.697
ARL3	UNC119	0.256808154815747	0.999
ARL8A	PLXNC1	0.441300331112722	0.404
ARL8A	KIF1B	0.373977806925472	0.544
ARL8A	RAB7A	0.45313337299402	0.609
ARL8A	GNAI2	0.440235266369064	0.404
ARL8A	ATP6V1A	0.382510665976654	0.473
ARL8A	PLEKHM1	0.392437942782131	0.491
ARL8A	PLEKHM2	0.325005840436382	0.494
ARPC1A	TPD52L2	0.310703990841104	0.442
ARPC1A	ARPC3	0.281605298808554	0.999
ARPC1A	CFL1	0.215247460578913	0.408
ARPC1A	CPVL	0.184496856433105	0.459
ARPC1A	HAGH	0.169314675417397	0.468
ARPC1A	MYO1F	0.311214939681678	0.471
ARPC1A	GMFG	0.215649160621406	0.484
ARPC1A	GRB2	0.294842191118737	0.636
ARPC1A	MYO10	0.130264219281141	0.665
ARPC1A	MYO9B	0.303364577389183	0.669
ARPC1A	BAIAP2	0.159544094728247	0.671
ARPC1A	RAC1	0.324720496698348	0.693
ARPC1A	CYFIP1	0.168402805579038	0.695
ARPC1A	WIPF2	0.292690266508595	0.698
ARPC1A	CDC42	0.227748805604148	0.745
ARPC1A	HCLS1	0.320187983827176	0.820
ARPC1A	FCGR2A	0.282321113713326	0.901
ARPC1A	FCGR1A	0.188145190824837	0.902
ARPC1A	ARPC1B	0.29614876219782	0.904
ARPC1A	WAS	0.321394627352806	0.969
ARPC1A	ARPC5	0.291918714620538	0.999
ARPC1A	ARPC4	0.175165144100502	0.999
ARPC1B	TPD52L2	0.440375650348613	0.444
ARPC1B	CORO1A	0.408108378757516	0.882
ARPC1B	ARPC3	0.368608822523599	0.999
ARPC1B	RAC2	0.400395327206074	0.524
ARPC1B	GAB1	0.37380731428325	0.900
ARPC1B	CAPG	0.389672717273078	0.691
ARPC1B	IQGAP1	0.35303177823724	0.501
ARPC1B	FCGR2A	0.473213720754868	0.902
ARPC1B	PAK1	0.458373369036595	0.799
ARPC1B	ARPC5	0.419329219852357	0.999
ARPC1B	LRRK2	0.359602022934823	0.501
ARPC1B	BAIAP2	0.283711602467352	0.686
ARPC1B	HCLS1	0.417175449791527	0.859
ARPC1B	WIPF2	0.375025315861565	0.698
ARPC1B	FMNL1	0.398139223959911	0.402
ARPC1B	MYO1F	0.438981072655636	0.490
ARPC1B	RAC1	0.410271309054564	0.742
ARPC1B	CAPZA2	0.405550312972642	0.567
ARPC1B	FCGR1A	0.395203662241014	0.902
ARPC1B	CLIC1	0.379570440335117	0.604
ARPC1B	PLEKHM2	0.329076795830159	0.605
ARPC1B	WAS	0.434063952972681	0.984
ARPC1B	NEDD9	0.376800664763733	0.539
ARPC1B	GRB2	0.431007835010547	0.673
ARPC1B	PICALM	0.394394642355847	0.402
ARPC1B	CDC42	0.274045129323432	0.846
ARPC1B	ARPC4	0.385538769343726	0.999
ARPC1B	GMFG	0.256532195348454	0.406
ARPC1B	CFL1	0.356405692074607	0.566
ARPC1B	MYO10	0.307700044047987	0.665
ARPC1B	MYO9B	0.367011830858105	0.678
ARPC1B	CYFIP1	0.391949423951484	0.743
ARPC3	CORO1A	0.309885587204263	0.407
ARPC3	RAC2	0.355715940418533	0.406
ARPC3	CLTCL1	0.236446666822984	0.440
ARPC3	CORO1C	0.411023177136181	0.441
ARPC3	COPE	0.291449565200207	0.458
ARPC3	RHOA	0.358107619062997	0.462
ARPC3	PDLIM7	0.375370274838645	0.476
ARPC3	CFL1	0.221573702119397	0.510
ARPC3	FMNL1	0.367692194346552	0.511
ARPC3	VASP	0.369342542301778	0.524
ARPC3	IQGAP1	0.233518588822039	0.524
ARPC3	HIP1	0.329891014824157	0.546
ARPC3	GRB2	0.380164073150475	0.650
ARPC3	MYO9B	0.310256704863756	0.685
ARPC3	BAIAP2	0.257662318557817	0.689
ARPC3	MYO10	0.169201899056629	0.692
ARPC3	RAC1	0.419700796277487	0.708
ARPC3	EFHD2	0.345977400906932	0.721
ARPC3	MYO1F	0.41926950922121	0.726
ARPC3	WIPF2	0.304824417420588	0.760
ARPC3	HCLS1	0.398732172923637	0.839
ARPC3	CAPZA2	0.297610819661519	0.868
ARPC3	CYFIP1	0.204229044224419	0.883
ARPC3	CDC42	0.271517652292008	0.883
ARPC3	FCGR2A	0.408295978051337	0.900
ARPC3	FCGR1A	0.212543676721457	0.901
ARPC3	GAB1	0.318169552157891	0.902
ARPC3	WAS	0.418159167636994	0.998
ARPC3	ARPC5	0.375244909195286	0.999
ARPC3	ARPC4	0.211029966358417	0.999
ARPC4	RAC2	0.275406672966161	0.437
ARPC4	GAB1	0.276584960092097	0.900
ARPC4	DGKG	0.215728010800704	0.429
ARPC4	FCGR2A	0.423565848778397	0.900
ARPC4	DBN1	0.245164379770253	0.461
ARPC4	ARPC5	0.391162264617017	0.999
ARPC4	TWF2	0.347402038379234	0.432
ARPC4	GNAI2	0.395209729712712	0.420
ARPC4	BAIAP2	0.155961162205387	0.674
ARPC4	HCLS1	0.40038568088022	0.843
ARPC4	WIPF2	0.222345096839447	0.709
ARPC4	HIP1	0.273069920862874	0.535
ARPC4	MYO1F	0.402479647568873	0.591
ARPC4	RAC1	0.382406779146452	0.691
ARPC4	CAPZA2	0.23257089551621	0.606
ARPC4	FCGR1A	0.252466545538759	0.900
ARPC4	EFHD2	0.338976924581272	0.729
ARPC4	WAS	0.402981618792671	0.994
ARPC4	SIRPB1	0.435186743123927	0.422
ARPC4	GRB2	0.408112219610613	0.675
ARPC4	CDC42	0.160093120907853	0.893
ARPC4	CORO1C	0.400659227173602	0.444
ARPC4	CFL1	0.227831158266967	0.567
ARPC4	MYO10	0.188012074994138	0.681
ARPC4	MYO9B	0.220471547969755	0.691
ARPC4	CYFIP1	0.226355402971109	0.813
ARPC5	GAB1	0.424613104305564	0.904
ARPC5	FCGR2A	0.47245885219634	0.902
ARPC5	HIP1	0.435430037834336	0.448
ARPC5	RHOA	0.444537037627868	0.477
ARPC5	TM9SF2	0.438528631395016	0.494
ARPC5	MYO1F	0.43718093186664	0.515
ARPC5	CFL1	0.370744361873162	0.536
ARPC5	LCP1	0.454188168505576	0.552
ARPC5	CLTCL1	0.330677639604791	0.635
ARPC5	CAPZA2	0.414475883029194	0.644
ARPC5	GRB2	0.428981308363359	0.653
ARPC5	RAC1	0.428134743474949	0.663
ARPC5	MYO9B	0.405711368462988	0.674
ARPC5	MYO10	0.350561014463673	0.689
ARPC5	BAIAP2	0.275553504291464	0.729
ARPC5	WIPF2	0.417529430117091	0.733
ARPC5	CYFIP1	0.412426741438346	0.753
ARPC5	CDC42	0.283558238947667	0.808
ARPC5	HCLS1	0.431131740775964	0.861
ARPC5	FCGR1A	0.417366845319983	0.902
ARPC5	WAS	0.426155971226945	0.980
ARRB2	NFKBIA	0.387183342615093	0.999
ARRB2	CSK	0.428722426617924	0.713
ARRB2	GLI1	0.434719756173843	0.940
ARRB2	MAPK14	0.409431521724658	0.928
ARRB2	RAF1	0.441783580249888	0.924
ARRB2	PPP2R5A	0.40155213733633	0.800
ARRB2	MAPK3	0.428370132279356	0.995
ARRB2	ARRDC3	0.344872061469951	0.730
ARRB2	IGF1R	0.423706994765805	0.755
ARRB2	IQGAP1	0.391322037185013	0.904
ARRB2	RAB5A	0.419303435034739	0.938
ARRB2	NOTCH1	0.414906927169878	0.683
ARRB2	GNAQ	0.423637969480054	0.967
ARRB2	CCR2	0.380163437641001	0.969
ARRB2	CXCR1	0.492539506567665	0.940
ARRB2	CTNNA1	0.449700344425503	0.576
ARRB2	CLTB	0.323111157638865	0.610
ARRB2	TLN1	0.362969825318559	0.526
ARRB2	CXCR2	0.483385859065082	0.959
ARRB2	DTX2	0.44903815258317	0.725
ARRB2	GSK3B	0.411849325873686	0.583
ARRB2	OR10H1	0.311140750288181	0.600
ARRB2	OPRL1	0.437164287058996	0.508
ARRB2	NLRP3	0.437334674258161	0.983
ARRB2	ATG7	0.428420393624626	0.766
ARRB2	C5AR1	0.496377510248966	0.462
ARRB2	RAC1	0.452239086578998	0.932
ARRB2	MAP3K5	0.417224874191097	0.981
ARRB2	QKI	0.438143615199526	0.604
ARRB2	AVPR1B	0.252829765272202	0.532
ARRB2	NTSR1	0.38117870238259	0.616
ARRB2	PTAFR	0.434942281396769	0.710
ARRB2	TLR4	0.458995719025757	0.509
ARRB2	FGR	0.432685555339619	0.922
ARRB2	LPAR1	0.3297223831274	0.498
ARRB2	NFKBIL1	0.234654558919995	0.425
ARRB2	OXER1	0.327419865584953	0.470
ARRB2	DRD3	0.311853620561169	0.496
ARRB2	HCAR2	0.434613737716544	0.462
ARRB2	BCL2L11	0.40691917122024	0.605
ARRB2	RGS19	0.443964069369384	0.423
ARRB2	GLI3	0.377826846690011	0.915
ARRB2	DLG4	0.429682063066297	0.620
ARRB2	CDC42	0.28720487548686	0.531
ARRB2	FCHO2	0.433379080871508	0.602
ARRB2	RAPGEF3	0.266898814613006	0.704
ARRB2	RHOA	0.444383236774697	0.549
ARRB2	CFL1	0.348838777545145	0.454
ARRB2	PPP1R9B	0.445138948518494	0.519
ARRB2	FCHO1	0.428880759320207	0.613
ARRB2	EPN1	0.435079724795029	0.683
ARRB2	FPR1	0.488534544663563	0.723
ARRB2	UBC	0.458152430052571	0.743
ARRB2	CLTCL1	0.355250156919703	0.878
ARRB2	GPR35	0.277546202358412	0.901
ARRB2	LYN	0.449135413805231	0.914
ARRB2	HCK	0.470572183160067	0.924
ARRB2	GRK6	0.45165425231677	0.936
ARRB2	C5AR2	0.43714495104448	0.937
ARRB2	MAP2K4	0.449123122693906	0.995
ARRDC3	ITGB4	0.268984116393946	0.484
ARRDC3	TSG101	0.258982089864325	0.444
ARRDC3	HECW2	0.300320502559995	0.461
ARRDC3	SLC16A3	0.343516315151195	0.417
ARRDC3	FOXO3	0.199675740550505	0.426
ARRDC3	ERGIC1	0.326551883728318	0.505
ARRDC3	MCTP2	0.321531858222982	0.580
ARRDC3	MCTP1	0.299383463174927	0.647
ARRDC3	WWP2	0.340599127548404	0.891
ASAH1	CTSD	0.439096225991552	0.443
ASAH1	GNS	0.392255027739663	0.518
ASAH1	ATP6V1A	0.371419476584523	0.435
ASAH1	GAA	0.419326555998812	0.501
ASAH1	GLB1	0.424254852099502	0.778
ASAH1	GBA	0.418074478595552	0.956
ASAH1	CD1D	0.339169368441141	0.432
ASAH1	MID1IP1	0.405280827313929	0.444
ASAH1	NPC2	0.307252358079596	0.452
ASAH1	SGMS2	0.384297295359689	0.950
ASAP1	EXOC6	0.434124900274572	0.727
ASAP1	PACSIN2	0.451232179441325	0.679
ASAP1	CBL	0.440080769753894	0.670
ASAP1	PXN	0.431443920504444	0.945
ASAP1	FERMT3	0.434999139809901	0.468
ASAP1	CRK	0.413832453659342	0.816
ASAP1	CLTB	0.300235526877503	0.907
ASAP1	STX3	0.425693385113986	0.414
ASAP1	RAC1	0.424384312954111	0.917
ASAP1	REPS2	0.460076519798494	0.455
ASAP1	GRB2	0.424100835777989	0.747
ASAP1	RHOA	0.434162987444485	0.929
ASAP1	SLC6A6	0.422804813313494	0.428
ASAP1	PSTPIP1	0.403703935532959	0.456
ASAP1	HCK	0.471003005665847	0.518
ASAP1	IQSEC1	0.443672809188106	0.625
ASF1B	RFC2	0.295036389403682	0.412
ASF1B	RRM2B	0.339839355476342	0.642
ASF1B	E2F1	0.319202219993541	0.475
ASF1B	PHF21A	0.369489626393018	0.477
ASF1B	UBE2B	0.372966685024217	0.479
ASF1B	SKA3	0.303104567749195	0.657
ASF1B	TACC3	0.3756255131173	0.668
ASF1B	UBN1	0.415217890520021	0.697
ASF1B	KIF4A	0.257075912537718	0.842
ASGR1	F7	0.173392167271609	0.478
ASGR1	FCAR	0.402142735477761	0.501
ASGR1	SERPINA1	0.416242625615477	0.503
ASGR1	CPAMD8	0.184612966209759	0.526
ASGR1	SLC22A1	0.214020534626055	0.642
ASPH	STAC3	0.247916766967095	0.457
ASPH	RYR2	0.36167203763809	0.997
ASPH	ATP11A	0.412534039300859	0.427
ASPH	FKBP1A	0.40478927945099	0.462
ATF6	GAPDH	0.370569700785622	0.597
ATF6	MAPK14	0.427867821626829	0.954
ATF6	MAP1LC3B	0.396462375533876	0.547
ATF6	NOD2	0.406370438289728	0.413
ATF6	BCL2L1	0.366527152250081	0.482
ATF6	CTNNA1	0.402793666206993	0.651
ATF6	CEBPB	0.482898252001474	0.781
ATF6	OS9	0.410461540041315	0.454
ATF6	MED25	0.38846747894978	0.447
ATF6	SP1	0.426503236683943	0.426
ATF6	SNCA	0.265937520485455	0.412
ATF6	ATG7	0.381803717803648	0.522
ATF6	MAP3K5	0.419397965794132	0.680
ATF6	HSPA1A	0.466913801629617	0.403
ATF6	SQSTM1	0.404540636843885	0.427
ATF6	RRAGD	0.450881820590275	0.429
ATF6	EDEM2	0.371531875701743	0.454
ATF6	NFE2L2	0.428967368331758	0.461
ATF6	NFYC	0.384032896615253	0.463
ATF6	TMBIM6	0.415461893253254	0.467
ATF6	MCL1	0.42835374978632	0.468
ATF6	BCL2L11	0.413226209267381	0.593
ATF6	CASP4	0.406049479348812	0.631
ATF6	DNAJC3	0.401900264080911	0.742
ATF6	DDIT3	0.318637836990774	0.989
ATG16L2	GABARAPL2	0.366342941079265	0.601
ATG16L2	DRAM1	0.370688473216917	0.425
ATG16L2	TM9SF1	0.246162294324498	0.441
ATG16L2	MAP1LC3B	0.272148947761964	0.569
ATG16L2	ATG3	0.294662142575155	0.954
ATG16L2	RAB24	0.368034603052993	0.480
ATG16L2	RAB33B	0.278491900611191	0.908
ATG16L2	GABARAP	0.356989263507656	0.621
ATG16L2	ULK1	0.413787304981555	0.469
ATG16L2	MAP1LC3B2	0.353435280367268	0.403
ATG16L2	SQSTM1	0.362261093911733	0.542
ATG16L2	NBR1	0.297845744079857	0.557
ATG16L2	ATG7	0.275696666858099	0.808
ATG3	GABARAPL2	0.348112344175605	0.999
ATG3	GAPDH	0.258119023363331	0.731
ATG3	CTSD	0.301485820255058	0.418
ATG3	DRAM1	0.363650466591092	0.524
ATG3	VMP1	0.312318247907832	0.643
ATG3	RAB7A	0.357253547482603	0.820
ATG3	MAP1LC3B	0.236672763200211	0.998
ATG3	RAB5A	0.301965748954736	0.411
ATG3	FOXO3	0.199759215325955	0.406
ATG3	RAB24	0.335191975972381	0.423
ATG3	PSMD4	0.273347340625551	0.423
ATG3	GSK3B	0.314723302929607	0.426
ATG3	BCL2L1	0.262739917509102	0.465
ATG3	LRRK2	0.292454192363791	0.488
ATG3	TFEB	0.304009140301495	0.509
ATG3	SH3GLB1	0.299015966173346	0.509
ATG3	UBA1	0.296426738387458	0.545
ATG3	BNIP3L	0.234461464894078	0.554
ATG3	WDFY3	0.303420116036172	0.578
ATG3	LAMP2	0.337058329577242	0.590
ATG3	ZFYVE1	0.194552700548101	0.595
ATG3	LAMP1	0.1685693891836	0.610
ATG3	GNB2	0.265425024092315	0.615
ATG3	CD300C	0.23365815488591	0.707
ATG3	OS9	0.359459297606273	0.726
ATG3	SQSTM1	0.30508981583024	0.822
ATG3	NBR1	0.243155774607229	0.875
ATG3	ULK1	0.32870850275461	0.923
ATG3	MAP1LC3B2	0.302733182522281	0.940
ATG3	CFLAR	0.356467081505192	0.998
ATG3	ATG7	0.249406033635345	0.999
ATG3	GABARAP	0.294742680574398	0.999
ATG7	GABARAPL2	0.375649351180402	0.999
ATG7	CSK	0.319655534092533	0.607
ATG7	GAPDH	0.29856569878647	0.655
ATG7	MFN2	0.285454140524353	0.517
ATG7	CTSD	0.41895176519475	0.636
ATG7	IRF1	0.264409306272756	0.453
ATG7	RAF1	0.328712529453848	0.913
ATG7	DRAM1	0.366126033286674	0.570
ATG7	VMP1	0.39046690577158	0.673
ATG7	MAPK3	0.440240850289593	0.752
ATG7	UBE2R2	0.428417917206587	0.923
ATG7	STAT3	0.381783358360246	0.412
ATG7	RAB7A	0.443575688784089	0.858
ATG7	UBE2B	0.387135894651023	0.927
ATG7	IQGAP1	0.25557584523893	0.600
ATG7	MAP1LC3B	0.286074799417782	0.999
ATG7	RAB5A	0.323299478704802	0.605
ATG7	ATP6V0D1	0.445174913950998	0.706
ATG7	WDFY3	0.397598922938587	0.685
ATG7	LRRK2	0.361991235337626	0.607
ATG7	FADD	0.263842489915453	0.469
ATG7	BCL2L1	0.272776409605919	0.577
ATG7	RAB24	0.352894058999055	0.699
ATG7	GABARAP	0.414679463493332	0.999
ATG7	TFE3	0.449420652103049	0.548
ATG7	TLN1	0.289341488048424	0.600
ATG7	ULK1	0.397107461380111	0.940
ATG7	CD300C	0.309264382205529	0.654
ATG7	LAMP1	0.255367735353196	0.805
ATG7	NLRP3	0.341308821653339	0.456
ATG7	SNCA	0.241901288001778	0.548
ATG7	UBA1	0.313060583535368	0.956
ATG7	MYD88	0.415365003236003	0.411
ATG7	TLR4	0.421744871124912	0.413
ATG7	DAPK1	0.292563530083099	0.415
ATG7	DDIT3	0.212252778511071	0.424
ATG7	MCL1	0.420653405826104	0.426
ATG7	NFE2L2	0.370777769808004	0.482
ATG7	SH3GLB1	0.363772714775136	0.511
ATG7	ATP6V1C1	0.280877324523872	0.511
ATG7	PRKCD	0.443007563402574	0.574
ATG7	ZFYVE1	0.249150244450748	0.575
ATG7	PSMD4	0.332375779398746	0.588
ATG7	QKI	0.37224671513497	0.617
ATG7	PTEN	0.424440818334018	0.628
ATG7	BNIP3L	0.261196909664387	0.647
ATG7	UBC	0.354010381830054	0.711
ATG7	TFEB	0.427145738360567	0.723
ATG7	LAMP2	0.430133617595764	0.732
ATG7	FOXO3	0.243544130614733	0.738
ATG7	BCL2L11	0.254639601700625	0.755
ATG7	NBR1	0.286666587527846	0.883
ATG7	MAP1LC3B2	0.300530550685479	0.886
ATG7	UBE2D3	0.362989577403325	0.922
ATG7	UBE2W	0.244068897401818	0.923
ATG7	UBE2J1	0.381371186237834	0.923
ATG7	UBE2D1	0.433896842645485	0.925
ATG7	SQSTM1	0.380263795113183	0.931
ATP11A	KLHL8	0.340621904684008	0.558
ATP11A	INPP5A	0.338706316286511	0.470
ATP11A	XKR8	0.336527964108405	0.547
ATP2B1	GLA	0.270806033855445	0.566
ATP2B1	PPP3R1	0.289690132349701	0.421
ATP2B1	PRKG2	0.298602579580185	0.818
ATP2B1	GNB2	0.335019492861498	0.538
ATP2B1	GAA	0.394759587394824	0.572
ATP2B1	PRKACA	0.409525120176572	0.687
ATP2B1	SH2B3	0.338113944855197	0.478
ATP2B1	RYR2	0.268153287654542	0.503
ATP2B1	PPP3CA	0.34810078691516	0.492
ATP2B1	SLC8A1	0.393858916345913	0.729
ATP2B1	DYSF	0.359924637603703	0.453
ATP2B1	MGAM	0.343588981629697	0.459
ATP2B1	PLCD3	0.273473045254187	0.496
ATP2B1	SLC24A4	0.309147217381294	0.516
ATP2B1	TRPV4	0.287802133762945	0.640
ATP2B2	GLA	0.276443395205215	0.539
ATP2B2	PRKG2	0.220293983065268	0.816
ATP2B2	ATP6V1A	0.294692179388011	0.412
ATP2B2	GAA	0.336449606472246	0.561
ATP2B2	PRKACA	0.360863019250938	0.619
ATP2B2	PPP3CA	0.237892164635954	0.405
ATP2B2	STXBP2	0.350826858963044	0.433
ATP2B2	CACNA1E	0.269612562721508	0.457
ATP2B2	RYR2	0.166206770805373	0.462
ATP2B2	MGAM	0.32267299882517	0.463
ATP2B2	MYO7A	0.16630250678492	0.572
ATP2B2	SLC8A1	0.344873753285977	0.640
ATP2B2	DLG4	0.250263856293784	0.808
ATP6V0A1	GABARAPL2	0.371878549962591	0.509
ATP6V0A1	CHMP4B	0.357228653410391	0.650
ATP6V0A1	CTSD	0.427201946350016	0.454
ATP6V0A1	ATP6V1E1	0.317174835263023	0.990
ATP6V0A1	RAB5A	0.353488192398757	0.420
ATP6V0A1	PGK1	0.414760504509644	0.430
ATP6V0A1	STX12	0.331330473016693	0.512
ATP6V0A1	RAB7A	0.454757696283898	0.566
ATP6V0A1	DMXL2	0.370251309443369	0.604
ATP6V0A1	KIAA2013	0.360404840926768	0.749
ATP6V0A1	TCIRG1	0.364303283311945	0.808
ATP6V0A1	ATP6V0E1	0.340895848008488	0.985
ATP6V0A1	ATP6V0B	0.427428621618823	0.991
ATP6V0A1	ATP6V1C1	0.336401367363741	0.996
ATP6V0A1	ATP6V0D1	0.448637000955875	0.996
ATP6V0A1	ATP6V1A	0.371131192073236	0.997
ATP6V0A1	ATP6V1B2	0.443370802263368	0.998
ATP6V0B	CORO1A	0.41078928615761	0.650
ATP6V0B	ATP6V1E1	0.333158661851285	0.992
ATP6V0B	KDM6B	0.439073923598828	0.550
ATP6V0B	TCIRG1	0.419025014166802	0.981
ATP6V0B	ATP6V1A	0.390142888773338	0.998
ATP6V0B	ATP6V1B2	0.429671803722844	0.993
ATP6V0B	ATP6V0D1	0.451975879114281	0.995
ATP6V0B	LAMTOR4	0.345944427583717	0.620
ATP6V0B	RRAGD	0.41291767664071	0.612
ATP6V0B	CCDC24	0.276086590969547	0.575
ATP6V0B	RRAGC	0.337940723270051	0.612
ATP6V0B	TUBB2A	0.307490379044473	0.644
ATP6V0B	ATP6V1C1	0.342416204106268	0.993
ATP6V0B	FNIP1	0.384974951625952	0.903
ATP6V0B	ATP6V0E1	0.418347899897376	0.976
ATP6V0B	DMXL2	0.381545207209641	0.503
ATP6V0D1	CHMP4B	0.459698943004277	0.431
ATP6V0D1	CTSD	0.441439709936988	0.492
ATP6V0D1	ATP6V1E1	0.322899180826061	0.993
ATP6V0D1	RAB2A	0.411066661436212	0.497
ATP6V0D1	RAB7A	0.467216940495376	0.431
ATP6V0D1	TCIRG1	0.425467326856508	0.992
ATP6V0D1	GFOD2	0.316414777081758	0.413
ATP6V0D1	PGD	0.454426532351792	0.450
ATP6V0D1	ATP6V1A	0.436531075122293	0.996
ATP6V0D1	ATP6V1B2	0.449584412248175	0.997
ATP6V0D1	SLCO3A1	0.458047120690169	0.415
ATP6V0D1	DMXL2	0.404618889335464	0.424
ATP6V0D1	PSEN1	0.476031503621074	0.431
ATP6V0D1	LAMP1	0.31573384064176	0.485
ATP6V0D1	LYST	0.390017135967153	0.531
ATP6V0D1	EFNA5	0.44772307321017	0.543
ATP6V0D1	KIAA2013	0.418454399071297	0.644
ATP6V0D1	LAMTOR4	0.344406981666183	0.652
ATP6V0D1	RRAGD	0.462577676030532	0.675
ATP6V0D1	RRAGC	0.376945215434415	0.705
ATP6V0D1	FNIP1	0.410340868336785	0.908
ATP6V0D1	ATP6V0E1	0.42168535775558	0.969
ATP6V0D1	ATP6V1C1	0.374149935449629	0.994
ATP6V0E1	ATP6V1E1	0.278305040148657	0.967
ATP6V0E1	TCIRG1	0.306720821072567	0.910
ATP6V0E1	ATP6V1A	0.328038708653369	0.971
ATP6V0E1	ATP6V1B2	0.403480842350624	0.978
ATP6V0E1	LAMTOR4	0.244937258207762	0.619
ATP6V0E1	RRAGD	0.398906930508985	0.609
ATP6V0E1	RRAGC	0.22879802438703	0.608
ATP6V0E1	KIAA2013	0.309314097084478	0.688
ATP6V0E1	ATP6V1C1	0.247233096272225	0.975
ATP6V0E1	FNIP1	0.261616754261333	0.900
ATP6V1A	CHMP4B	0.377617264766475	0.447
ATP6V1A	ATP6V1E1	0.265725486770441	0.999
ATP6V1A	RAB2A	0.378562656392287	0.446
ATP6V1A	RAB7A	0.418110440939315	0.612
ATP6V1A	TCIRG1	0.352483735781642	0.979
ATP6V1A	CTSA	0.369078230366486	0.408
ATP6V1A	RAB1A	0.380212483282086	0.411
ATP6V1A	GBA	0.378702518515245	0.425
ATP6V1A	TFEB	0.437043256820809	0.440
ATP6V1A	LAMP1	0.320050149848213	0.473
ATP6V1A	OSTF1	0.386325750163257	0.485
ATP6V1A	VAPA	0.374446602234741	0.487
ATP6V1A	LAMP2	0.414778402633501	0.498
ATP6V1A	TMCO3	0.355090969794394	0.549
ATP6V1A	LAMTOR4	0.267211852682335	0.600
ATP6V1A	RRAGD	0.414781537013887	0.698
ATP6V1A	DMXL2	0.361235837713021	0.709
ATP6V1A	PDXK	0.292442391424325	0.714
ATP6V1A	FNIP1	0.387486820894914	0.902
ATP6V1A	RRAGC	0.365726037250491	0.976
ATP6V1A	ATP6V1B2	0.432792195614575	0.999
ATP6V1A	ATP6V1C1	0.343523855025585	0.999
ATP6V1B2	CHMP4B	0.44537182879079	0.440
ATP6V1B2	ATP6V1E1	0.312974905859108	0.999
ATP6V1B2	TCIRG1	0.419907462352815	0.967
ATP6V1B2	TUBA1A	0.470487942956229	0.403
ATP6V1B2	LAMP1	0.324022666344308	0.423
ATP6V1B2	TUBB4B	0.447415199828738	0.433
ATP6V1B2	LAMP2	0.451781656474979	0.537
ATP6V1B2	STX12	0.366656291932682	0.541
ATP6V1B2	DMXL2	0.408484882548234	0.634
ATP6V1B2	LAMTOR4	0.332652601614375	0.681
ATP6V1B2	RRAGD	0.445067656924279	0.715
ATP6V1B2	FNIP1	0.421413756472116	0.900
ATP6V1B2	RRAGC	0.386509290678409	0.978
ATP6V1B2	ATP6V1C1	0.379281256230262	0.998
ATP6V1C1	ATP6V1E1	0.228318044909882	0.998
ATP6V1C1	MPHOSPH6	0.209076907566343	0.426
ATP6V1C1	TCIRG1	0.286085833625085	0.957
ATP6V1C1	LAMTOR4	0.174889226576699	0.601
ATP6V1C1	RRAGD	0.392667966254866	0.638
ATP6V1C1	RRAGC	0.319206217836049	0.694
