ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count	gene_type
GO:0019221	GO:0019221	cytokine-mediated signaling pathway	67/1693	496/18903	0.000442825325585461	0.0199024970717472	0.0178893559433209	ACKR3/AGPAT2/ANGPT1/C1QTNF4/CCL22/CCL3/CCL4/CCR1/CCR5/CEBPA/CMKLR1/CSF1R/CX3CL1/CX3CR1/CXCL1/CXCL2/CXCR6/DUOX1/ECM1/EPOR/EREG/FCER1G/FZD4/GFI1/HPX/IFITM3/IFNA21/IFNG/IFNL4/IL12RB1/IL12RB2/IL18RAP/IL1A/IL1B/IL1R2/IL20RB/IL21R/IL23R/IL2RB/IRGM/LEP/LIFR/LILRA5/NLRP2/NLRP6/OAS2/PELI3/PLCB1/PPARG/PRLR/PXDN/PYCARD/SIGIRR/SLIT2/SOCS1/SRC/STAT4/STK39/TNFRSF18/TNFSF13B/TRAIP/TREM2/TRIM6/TXK/WNT5A/XCL1/XCL2	67	MEblue
GO:0044060	GO:0044060	regulation of endocrine process	11/1693	39/18903	0.000455913965395257	0.0202846644295859	0.0182328670047544	C1QTNF1/DAB2/F2R/FOXL2/GHRL/INHA/INHBB/LEP/OR51E2/RETN/TSPO	11	MEblue
GO:0006968	GO:0006968	cellular defense response	13/1693	52/18903	0.000520203465464333	0.0224222438025634	0.020154229842917	CCR5/CX3CR1/FOSL1/GNLY/KIR3DL2/KLRC2/KLRC3/KLRG1/NCR1/PRF1/RAB23/SH2D1A/SPN	13	MEblue
GO:0042742	GO:0042742	defense response to bacterium	54/1693	382/18903	0.000523996825487396	0.0224222438025634	0.020154229842917	ANXA3/ARG2/BPI/CARD9/CD160/CLEC4D/CLEC4E/DEFB105A/FAU/FCER1G/GBP4/GNLY/H2BC21/H2BC6/H2BC7/HAMP/HAVCR2/HP/IGHV3-66/IL1B/IL23A/IL23R/IRGM/KLRC4-KLRK1/KLRK1/LCN2/LTF/NLRC4/NLRP6/OAS2/OPTN/PGLYRP1/PGLYRP2/PGLYRP4/PI3/PRG2/PYCARD/RNASE8/RPL30/RPL39/S100A9/SEMG1/SLAMF8/SLPI/SPN/SPON2/SSC5D/SYT11/TF/TLR2/TLR3/TLR5/TRDC/TREM2	54	MEblue
GO:0002720	GO:0002720	positive regulation of cytokine production involved in immune response	17/1693	79/18903	0.000527217350820992	0.0224222438025634	0.020154229842917	CARD9/CD160/CD226/CD81/FFAR2/FFAR3/FZD5/GATA3/IL1B/PYCARD/SPON2/TBX21/TLR3/TNFSF4/TRIM6/WNT5A/XCL1	17	MEblue
GO:0042088	GO:0042088	T-helper 1 type immune response	12/1693	46/18903	0.000557983573142267	0.023557496255875	0.0211746513081034	CD80/HAVCR2/HRAS/IL12RB1/IL1B/IL23A/IL23R/RELB/SPN/TBX21/TNFSF4/XCL1	12	MEblue
GO:0097305	GO:0097305	response to alcohol	39/1693	253/18903	0.000569793199652464	0.023709955876186	0.0213116896106287	ABCB11/AKR1C3/CCL3/CCR5/CES1/DRD4/FOS/FOSL1/GATA3/GRIN1/GRIN3A/HAMP/HPGD/IGFBP7/IL2/INHBB/LEP/MAOB/MLC1/MSTN/OSBPL7/PMVK/PTCH1/PTGDR/PTGER2/PTGFR/RAD51/RGS2/RPL10A/RPL15/RPL27/SFRP1/SLC6A3/SLIT2/STK39/TGFBR3/TNFSF4/TSPO/TYMS	39	MEblue
GO:0045598	GO:0045598	regulation of fat cell differentiation	26/1693	147/18903	0.000585472139786033	0.023847682088186	0.0214354847917214	BBS12/CARM1/CCDC85B/CEBPA/CMKLR1/GATA3/ID2/LEP/LRP3/METRNL/MEX3C/PPARG/RORA/SFRP1/SFRP2/SOX13/TLCD3B/TMEM64/WNT10B/WNT5A/WWTR1/XBP1/ZBTB16/ZBTB7C/ZFPM1/ZNF385A	26	MEblue
GO:0034341	GO:0034341	response to interferon-gamma	25/1693	140/18903	0.000639239883503511	0.0249341456645357	0.022412052383552	AIF1/CCL22/CCL3/CCL4/CDC42EP2/CX3CL1/CXCL16/FASLG/GBP4/HPX/IFITM3/IFNG/IL12RB1/IL23R/IRGM/PPARG/RAB20/RAB7B/SOCS1/TLR2/TLR3/TXK/WNT5A/XCL1/XCL2	25	MEblue
GO:0045124	GO:0045124	regulation of bone resorption	11/1693	41/18903	0.000727391265542978	0.0271434263219392	0.0243978639084331	CD38/CSF1R/DCSTAMP/GPR137B/HAMP/PDK4/SIGLEC15/SRC/TF/TMEM119/TMEM64	11	MEblue
GO:0060348	GO:0060348	bone development	36/1693	233/18903	0.000870617414082787	0.031238365053159	0.0280785988566558	ALPL/ANXA6/BNC2/CBS/COL13A1/COL1A1/DDR2/DHRS3/EBP/ECM1/GHRL/GPR68/HSD17B1/IHH/LEP/LTF/MEIS1/MMP14/MSX1/OGN/PIP4K2A/PITX2/PLXNB1/POR/RAB23/SERPINH1/SIGLEC15/SMAD1/SPNS2/SRC/TFAP2A/TMEM119/TSKU/ZBTB16/ZFPM1/ZNF385A	36	MEblue
GO:0098884	GO:0098884	postsynaptic neurotransmitter receptor internalization	7/1693	19/18903	0.00087493346103246	0.031238365053159	0.0280785988566558	AP2S1/CALY/DNM3/DRD4/GSG1L/OPHN1/SCRIB	7	MEblue
GO:0140239	GO:0140239	postsynaptic endocytosis	7/1693	19/18903	0.00087493346103246	0.031238365053159	0.0280785988566558	AP2S1/CALY/DNM3/DRD4/GSG1L/OPHN1/SCRIB	7	MEblue
GO:0002825	GO:0002825	regulation of T-helper 1 type immune response	9/1693	30/18903	0.000913928053290868	0.0317401341974514	0.0285296139625123	CD80/HAVCR2/IL12RB1/IL1B/IL23A/IL23R/TBX21/TNFSF4/XCL1	9	MEblue
GO:0002367	GO:0002367	cytokine production involved in immune response	22/1693	120/18903	0.000916425036475517	0.0317401341974514	0.0285296139625123	ANGPT1/APOA2/CARD9/CD160/CD226/CD81/FFAR2/FFAR3/FZD5/GATA3/HMOX1/IL1B/PRG2/PYCARD/SMAD7/SPON2/TBX21/TLR3/TNFSF4/TRIM6/WNT5A/XCL1	22	MEblue
GO:0002821	GO:0002821	positive regulation of adaptive immune response	22/1693	120/18903	0.000916425036475517	0.0317401341974514	0.0285296139625123	ADA/CARD9/CD226/CD81/FZD5/GATA3/HPX/IL12RB1/IL1B/IL2/IL23A/IL23R/NECTIN2/PRKCQ/PVR/PYCARD/SKAP1/TBX21/TNFSF13B/TNFSF4/TREM2/XCL1	22	MEblue
GO:0046683	GO:0046683	response to organophosphorus	23/1693	128/18903	0.000945085127672668	0.0321551316379924	0.0289026343379276	AREG/BCKDHB/BSG/CARM1/COL1A1/DUOX1/FOS/FOSL1/GATA1/HCN2/IL1B/INHBB/P2RY1/P2RY11/PDE2A/PDE3A/PFKFB1/PLAT/RAP1B/SLC6A3/TRIM16/TYMS/WNT10B	23	MEblue
GO:0002456	GO:0002456	T cell mediated immunity	21/1693	113/18903	0.000989090044069719	0.0332610279936003	0.0298966690799287	AIRE/CD81/CD8A/FUT7/FZD5/GATA3/GZMM/IL12RB1/IL1B/IL20RB/IL23A/IL23R/KLRD1/NECTIN2/PRF1/PVR/RFTN1/SMAD7/TBX21/TNFSF4/XCL1	21	MEblue
GO:0009612	GO:0009612	response to mechanical stimulus	33/1693	211/18903	0.00113249119828646	0.0365327977831267	0.0328374987717229	ANGPT2/ATOH7/CASP5/CHI3L1/CHRNA9/COL1A1/DDR2/FOS/FOSL1/GADD45A/HPN/IHH/IL1B/MDK/MEIS2/MMP14/NRXN1/NRXN2/P2RY1/PDE2A/PHF24/PKDREJ/PPL/PTCH1/RETN/SERPINE2/SLC1A3/SLC2A1/SRC/STRC/TLR3/TLR5/TNFRSF8	33	MEblue
GO:0002768	GO:0002768	immune response-regulating cell surface receptor signaling pathway	48/1693	341/18903	0.00113747700701651	0.0365327977831267	0.0328374987717229	ADA/CACNB3/CARD11/CD160/CD226/CD247/CD38/CD81/CD8A/CLEC4D/CLEC4E/CMKLR1/FCER1G/FCGR3A/FFAR2/GATA3/GPR33/HRAS/IGHV3-66/KIR2DL1/KLRC2/KLRC3/KLRC4-KLRK1/KLRD1/KLRK1/LAX1/LCK/NCR3/NECTIN2/NFATC2/PDE4D/PLSCR1/PRKCH/PRKCQ/PVRIG/RFTN1/SH2B2/SH2D1A/SKAP1/SLA2/SRC/THEMIS/TRDC/TRGC1/TRGC2/TXK/YES1/ZAP70	48	MEblue
GO:0070229	GO:0070229	negative regulation of lymphocyte apoptotic process	10/1693	37/18903	0.00118245817330563	0.0370984670935385	0.0333459505304991	ADA/ARG2/IL2/IRS2/KIFAP3/ORMDL3/PDCD1/PRKCQ/RAG1/SLC46A2	10	MEblue
GO:0042060	GO:0042060	wound healing	59/1693	442/18903	0.0012580336110607	0.0385748013718803	0.0346729533332818	ADTRP/ANXA6/ARHGEF19/C1QTNF1/CHMP4BP1/COL1A1/CX3CL1/DDR2/DGKK/DUOX1/ENPP4/ENTPD2/ERBB2/EREG/F2R/FCER1G/FKBP10/GATA1/GP6/HMOX1/HNF4A/HPSE/HRAS/IL1A/IL24/ITPK1/LCK/MYLK/NLRP6/P2RY1/PAFAH2/PDGFA/PDGFRB/PHLDB2/PLAT/PLG/PLSCR1/PPARG/PPL/PRKCQ/PROC/PROCR/RHOC/SCRIB/SERPINB2/SERPINE2/SLC7A11/SRC/ST3GAL4/SYT11/SYT7/SYTL4/TIMP1/TPM1/TSKU/TXK/TYRO3/WNT5A/XBP1	59	MEblue
GO:0034310	GO:0034310	primary alcohol catabolic process	6/1693	15/18903	0.0012582271057677	0.0385748013718803	0.0346729533332818	AKR1C3/ALDH1B1/ALDH2/SULT1A2/SULT1A3/SULT1C4	6	MEblue
GO:0048771	GO:0048771	tissue remodeling	29/1693	179/18903	0.00126048365478655	0.0385748013718803	0.0346729533332818	CBS/CD38/CSF1R/CST3/DCSTAMP/DDR2/F2R/GPR137B/HAMP/IHH/IL1A/IL2/IL21/IL23A/LEP/MDK/MMP14/P3H4/PDK4/PLG/PPARG/SFRP1/SIGLEC15/SRC/SYT7/TF/TIMP1/TMEM119/TMEM64	29	MEblue
GO:0032526	GO:0032526	response to retinoic acid	20/1693	108/18903	0.00134953276610526	0.0408675262782869	0.0367337687064969	ABCA1/ATP1A3/CD38/CDKN2D/COL1A1/CYP26A1/FZD4/IGFBP7/KLF4/LEP/PDGFA/PDGFRB/PTCH1/RET/TRIM16/WNT10B/WNT5A/WNT7B/WNT9B/YES1	20	MEblue
GO:0061448	GO:0061448	connective tissue development	40/1693	274/18903	0.00142728706777754	0.0420732041547791	0.0378174920507487	ANXA6/BMPR1A/CBS/CCN3/CHADL/CHI3L1/COL1A1/ECM1/FGF9/GHRL/HOXB3/HOXC4/HRAS/IHH/LEP/MAF/MDK/MEX3C/MSX1/MUSTN1/OGN/PDGFRB/PLAAT3/POR/PPARG/RUNX3/SERPINH1/SFRP2/SMAD1/SMAD7/SOX5/TIMP1/TSKU/TYMS/WNT10B/WNT2B/WNT5A/WNT7B/XBP1/ZBTB16	40	MEblue
GO:0060343	GO:0060343	trabecula formation	8/1693	26/18903	0.00146208748878122	0.0420732041547791	0.0378174920507487	ADAMTS1/COL1A1/FHL2/HEY2/SFRP1/TEK/TGFBR3/WNT10B	8	MEblue
GO:0032102	GO:0032102	negative regulation of response to external stimulus	58/1693	436/18903	0.00149191420456648	0.0425085308335593	0.0382087853583296	ADA/ADTRP/AIF1/ANGPT2/ARG2/C1QTNF1/C1QTNF12/CCN3/CX3CL1/DUSP1/GATA3/GHRL/GPR18/GRIN3A/HAMP/HAVCR2/IL2/IL20RB/KLF4/KLRC4-KLRK1/KLRD1/KLRK1/KREMEN1/LEP/LTF/MDK/METRNL/NENF/NLRP6/NUCB2/PDGFA/PGLYRP1/PHLDB2/PLAT/PLG/PPARG/PROC/RORA/RTN4R/SEMA4C/SEMA5A/SEMA6C/SERPINB2/SERPINE2/SIGIRR/SLAMF8/SLC6A3/SLIT2/SMPDL3B/SRC/SYT11/TEK/TNFAIP6/TRAF3IP1/TREM2/TYRO3/WNT5A/YES1	58	MEblue
GO:0010975	GO:0010975	regulation of neuron projection development	59/1693	446/18903	0.00155876828019919	0.0439800767447419	0.0395314841381452	ABI3/ADGRB3/ARMCX5-GPRASP2/ATOH7/BRSK1/CARM1/CD38/CRABP2/CX3CL1/DAB2/DNM3/DPYSL3/DRAXIN/ELAVL4/EPHB3/FBXO31/FEZ1/FKBP1B/GATA3/GFI1/KLF4/KNDC1/KREMEN1/LRRC4C/MCF2/MDK/METRN/MGARP/NCS1/NFATC4/NR2F1/NSMF/NTRK2/PACSIN1/PAQR3/PLXNB1/RAB17/RAP2A/RET/RGS2/RTN4R/S100A9/SCN1B/SDC2/SEMA4C/SEMA5A/SEMA6C/SERPINI1/SFRP1/SFRP2/SLIT2/SRCIN1/TBC1D24/TBX6/TOX/TSKU/WNT5A/XK/ZNF365	59	MEblue
GO:0032943	GO:0032943	mononuclear cell proliferation	44/1693	312/18903	0.00171921057664711	0.047183916550351	0.0424112549760107	ADA/AIF1/ARG2/CARD11/CD320/CD38/CD80/CD81/CRTAM/DLG5/ERBB2/FCGR3A/FKBP1B/GLMN/HAVCR2/IFNA21/IHH/IL12RB1/IL1A/IL1B/IL2/IL20RB/IL21/IL23A/IL23R/IRS2/LEP/LGALS9B/NFATC2/PDCD1LG2/PDE5A/PRKCQ/PRLR/PYCARD/SCRIB/SH2D2A/SH3RF1/SPN/SPTA1/TMIGD2/TNFSF13B/TNFSF4/XCL1/ZAP70	44	MEblue
GO:0006590	GO:0006590	thyroid hormone generation	7/1693	21/18903	0.00172126666530499	0.047183916550351	0.0424112549760107	CTSB/DIO1/DUOX1/GATA3/HPN/SLC16A2/TG	7	MEblue
GO:2000319	GO:2000319	regulation of T-helper 17 cell differentiation	7/1693	21/18903	0.00172126666530499	0.047183916550351	0.0424112549760107	IL12RB1/IL2/IL23A/IL23R/LOXL3/SMAD7/TBX21	7	MEblue
